review_date,rating,review_text,cleaned_review_text,llm_labels
2024-05-16 07:01:12,5,very good,very good,[]
2025-04-02 10:46:22,5,جيده,جيده,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-03-10 01:20:39,5,تحفه,تحفه,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-03-30 20:52:11,5,ممتاز جدا,ممتاز جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-10-05 12:03:57,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2022-12-01 22:01:07,1,البرنامج بعد اختيار رقم التليفون المسجل بالبنك .تظهر رساله لم يتم ارسال رسالتك اكتر من مره على فترات مختلفه .فى مشكله يرجى الدعم الفنى,البرنامج بعد اختيار رقم التليفون المسجل بالبنك .تظهر رساله لم يتم ارسال رسالتك اكتر من مره على فترات مختلفه .فى مشكله يرجى الدعم الفنى,"[{'aspect_term': 'إرسال رسالة التحقق', 'polarity': 'negative'}, {'aspect_term': 'الدعم الفنى', 'polarity': 'negative'}]"
2024-06-30 10:05:18,3,جيدجدا وياريت يكون مجاني كده علي طول,جيدجدا وياريت يكون مجاني كده علي طول,"[{'aspect_term': 'التكلفة', 'polarity': 'negative'}]"
2024-02-08 03:05:53,5,برنامج اكثر من رائع,برنامج اكثر من رائع,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}]"
2024-06-03 17:53:41,5,تطبيق ممتاز و خصوصا أنه من البنك المركزي يعني شامل سهل في التحويلات و غيره,تطبيق ممتاز و خصوصا أنه من البنك المركزي يعني شامل سهل في التحويلات و غيره,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}, {'aspect_term': 'سهولة التحويلات', 'polarity': 'positive'}]"
2022-06-02 23:00:50,1,التطبيق لا يعمل,التطبيق لا يعمل,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2025-05-02 12:34:15,5,رائعه,رائعه,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-01-02 01:52:28,1,هناك مشكله لا يريد تسجيل اي حساب بنكي,هناك مشكله لا يريد تسجيل اي حساب بنكي,"[{'aspect_term': 'تسجيل الحسابات البنكية', 'polarity': 'negative'}]"
2024-09-23 08:18:38,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-11-16 07:45:41,5,Excellent,Excellent,[]
2025-04-04 18:31:49,5,.❤️,.❤️,[]
2023-10-05 09:02:53,1,الرجاء إضافة خاصية الدفع nfc وشحن كروت الغاز والكهرباء وغيره,الرجاء إضافة خاصية الدفع nfc وشحن كروت الغاز والكهرباء وغيره,"[{'aspect_term': 'خاصية الدفع nfc', 'polarity': 'positive'}, {'aspect_term': 'شحن كروت الغاز', 'polarity': 'positive'}, {'aspect_term': 'شحن كروت الكهرباء', 'polarity': 'positive'}]"
2025-03-31 02:01:14,5,مرا حلو,مرا حلو,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-01-02 18:12:42,1,لدي مشكله بختار الشريحه يجيلي لم يتم استلام رسالتك الافاده من فضلكم,لدي مشكله بختار الشريحه يجيلي لم يتم استلام رسالتك الافاده من فضلكم,"[{'aspect_term': 'اختيار الشريحة', 'polarity': 'negative'}, {'aspect_term': 'استلام رسالة التأكيد', 'polarity': 'negative'}]"
2024-07-05 10:39:42,5,تطبيق ممتاز,تطبيق ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-10-15 16:44:13,5,ممتاز على اجهزه سامسونج لا يفتح على جهاز هواوي اتمنى يكون السبب من عندي,ممتاز على اجهزه سامسونج لا يفتح على جهاز هواوي اتمنى يكون السبب من عندي,"[{'aspect_term': 'أداء التطبيق على هواتف سامسونج', 'polarity': 'positive'}, {'aspect_term': 'أداء التطبيق على هواتف هواوي', 'polarity': 'negative'}]"
2024-07-13 13:53:07,5,جميل,جميل,[]
2023-08-31 12:19:26,4,تطبيق رائع لكن مشكلته اذا غيرت شريحه الخط يتوقف التطبيق المفروض سجلت الخط عليه يشتغل تلقائي فهذة مشكله لابد من حلها,تطبيق رائع لكن مشكلته اذا غيرت شريحه الخط يتوقف التطبيق المفروض سجلت الخط عليه يشتغل تلقائي فهذة مشكله لابد من حلها,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'تسجيل الخط', 'polarity': 'negative'}]"
2025-04-03 13:00:53,5,جيد جدا,جيد جدا,[]
2023-12-27 14:07:17,5,فوووف الممتاز بصراحة انصح بتحميله,فوووف الممتاز بصراحة انصح بتحميله,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}]"
2023-09-29 10:48:00,5,مميزه,مميزه,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-06-28 15:46:00,4,الرسائل بتطلع لى الأرقام مشوشه وغير واضحة,الرسائل بتطلع لى الأرقام مشوشه وغير واضحة,"[{'aspect_term': 'الرسائل', 'polarity': 'negative'}]"
2022-06-26 21:17:22,5,يستاهل اكتر من خمس نجوم,يستاهل اكتر من خمس نجوم,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-04-14 23:17:14,5,افضل تطبيق شكرا لكم بجد,افضل تطبيق شكرا لكم بجد,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}]"
2024-04-27 22:59:03,1,تطبيق سئ جدا غير قادر على تفعيل التطبيق الرسالة النصية لم يتم وصولها للتفعيل نرجوا الحل,تطبيق سئ جدا غير قادر على تفعيل التطبيق الرسالة النصية لم يتم وصولها للتفعيل نرجوا الحل,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'تفعيل التطبيق', 'polarity': 'negative'}, {'aspect_term': 'الرسائل النصية', 'polarity': 'negative'}]"
2025-07-18 22:17:05,5,perfect 👍,perfect 👍,[]
2025-06-16 21:16:00,1,كل شويه يقفل مش راضي يفتح ببصمه الوش,كل شويه يقفل مش راضي يفتح ببصمه الوش,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2024-11-01 19:34:16,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-09-15 21:45:22,2,التطبيق لا يفتح في الكويت وخصم رسالتين من الرصيد ولم يفتح إذا لماذا يخصم ؟!!!!!,التطبيق لا يفتح في الكويت وخصم رسالتين من الرصيد ولم يفتح إذا لماذا يخصم ؟!!!!!,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'الرسوم', 'polarity': 'negative'}]"
2025-04-08 16:41:48,4,ممتاز العموله للبرنامج عملها للاسف سيئه جدا مع ان هي قليله بس المفروض البنك يشجع على استخدام انستابي لتقليل استخدام العملات الورقيه فبالتالي يقل اهلكها,ممتاز العموله للبرنامج عملها للاسف سيئه جدا مع ان هي قليله بس المفروض البنك يشجع على استخدام انستابي لتقليل استخدام العملات الورقيه فبالتالي يقل اهلكها,"[{'aspect_term': 'العمولة', 'polarity': 'negative'}, {'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'تشجيع البنك', 'polarity': 'negative'}]"
2024-09-07 23:46:41,5,ممتاااااااازة,ممتاااااااازة,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-07-09 00:03:26,5,جميل جدا بس ياريت التحديث الجديد,جميل جدا بس ياريت التحديث الجديد,"[{'aspect_term': 'التحديث الجديد', 'polarity': 'neutral'}]"
2024-04-19 17:14:56,1,تحميل التطبيق اكثر من مرة وعند التسجيل تظهر رسالة انه فشل ومع ذلك يتم خصم مبلغ الدخول مع كل محاولة,تحميل التطبيق اكثر من مرة وعند التسجيل تظهر رسالة انه فشل ومع ذلك يتم خصم مبلغ الدخول مع كل محاولة,"[{'aspect_term': 'تحميل التطبيق', 'polarity': 'negative'}, {'aspect_term': 'عملية التسجيل', 'polarity': 'negative'}, {'aspect_term': 'خصم رسوم الدخول', 'polarity': 'negative'}]"
2025-08-06 00:28:51,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-11-24 17:42:55,5,رائع,رائع,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-10-18 11:18:39,1,قمت بتثبيت البرنامج كذا مرة وطلب منى الضغط لارسال رسالة لتأكيد رقم التليفون ولم يستجيب .. ارجو الافادة..,قمت بتثبيت البرنامج كذا مرة وطلب منى الضغط لارسال رسالة لتأكيد رقم التليفون ولم يستجيب .. ارجو الافادة..,"[{'aspect_term': 'عملية التحقق من رقم الهاتف', 'polarity': 'negative'}]"
2025-08-28 17:40:16,5,ممتاذ,ممتاذ,[]
2023-11-20 07:27:28,5,التطبيق الافضل على الاطلاق,التطبيق الافضل على الاطلاق,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2022-10-21 16:14:32,5,التطبيق كان شغال معايا كويس جدا ومن امس بحاول افتح التطبيق بيديني شاشه التطبيق توقف ويخرج منه مسحت التطبيق ونزلته مره تانيه وبرضو نفس المشكلة التطبيق متوقف,التطبيق كان شغال معايا كويس جدا ومن امس بحاول افتح التطبيق بيديني شاشه التطبيق توقف ويخرج منه مسحت التطبيق ونزلته مره تانيه وبرضو نفس المشكلة التطبيق متوقف,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2025-05-08 11:05:46,1,مش عايز يشتغل نهائي,مش عايز يشتغل نهائي,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2023-09-16 06:52:25,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-09-19 19:49:13,5,جميل جدا,جميل جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-09-15 12:29:26,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-12-09 02:23:06,1,للاسف البرنامج لا يعمل و يقوم بي ايقاف حالي,للاسف البرنامج لا يعمل و يقوم بي ايقاف حالي,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2024-06-21 15:31:57,5,جيد,جيد,[]
2024-11-27 17:45:10,1,بعد التحديث الجديد لم يشتغل البرنامج بيقولي جاري تحديث الخدمه سنعود بعد قليل ارجو حل المشكله وشكرا,بعد التحديث الجديد لم يشتغل البرنامج بيقولي جاري تحديث الخدمه سنعود بعد قليل ارجو حل المشكله وشكرا,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2025-02-03 21:17:52,1,لماذا لا يفتح الجهاز على هاتفي مع العلم انني سجلت من هاتف آخر,لماذا لا يفتح الجهاز على هاتفي مع العلم انني سجلت من هاتف آخر,"[{'aspect_term': 'فتح التطبيق', 'polarity': 'negative'}]"
2024-03-05 10:52:24,5,تطبيق جيد,تطبيق جيد,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}]"
2023-09-10 21:53:22,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-02-25 19:02:07,5,ممتاز جدا جدا,ممتاز جدا جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-08-21 07:12:55,5,ممتااااااااااز,ممتااااااااااز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-09-15 14:01:49,5,Very good application,Very good application,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}]"
2024-05-02 19:01:31,5,جميل جدا,جميل جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-06-23 19:18:46,5,راحة وحاجة محترمة بجد وأمان جدا شكرا,راحة وحاجة محترمة بجد وأمان جدا شكرا,"[{'aspect_term': 'الأمان', 'polarity': 'positive'}]"
2024-02-08 20:58:13,1,بيقول رقم الهاتف بالبنك غير مسجل وهو مسجل بالفعل والبنك بتواصل معايا على نفس الرقم باستمرار,بيقول رقم الهاتف بالبنك غير مسجل وهو مسجل بالفعل والبنك بتواصل معايا على نفس الرقم باستمرار,"[{'aspect_term': 'تسجيل رقم الهاتف', 'polarity': 'negative'}]"
2025-02-27 15:17:24,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-01-30 16:44:34,5,ممتاز جدا,ممتاز جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-07-19 23:13:33,3,قمت بتغيير الجهاز وبعدها التطبيقمش شغال خالص لما بختار الشريحه المسجله ف البنك بتيحي رساله لم يتم ارسال رسالتك وع هذا الوضع مش عارف اشغله اعمل ايه كلمت فودافون والشريحه بتبعت وتستقبل لاي حد عادي مش عارف المشكله فين,قمت بتغيير الجهاز وبعدها التطبيقمش شغال خالص لما بختار الشريحه المسجله ف البنك بتيحي رساله لم يتم ارسال رسالتك وع هذا الوضع مش عارف اشغله اعمل ايه كلمت فودافون والشريحه بتبعت وتستقبل لاي حد عادي مش عارف المشكله فين,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'خدمة الرسائل', 'polarity': 'negative'}]"
2024-11-28 13:07:23,1,انا نزلت التطبيق وسجلت البيانات وسجلت رقم الهاتف الموثق بالبنك وادخل الاقي رقم هاتفي الاخر هو الي موجود وحذفت التطبيق اكتر من مره ونزلته تاني علشان اصحح رقم الهاتف وبردو الاقي مسجل نفس رقمي الي هو ليس مسجل بالحساب البنكي ..ايه الحل لهذه المشكله,انا نزلت التطبيق وسجلت البيانات وسجلت رقم الهاتف الموثق بالبنك وادخل الاقي رقم هاتفي الاخر هو الي موجود وحذفت التطبيق اكتر من مره ونزلته تاني علشان اصحح رقم الهاتف وبردو الاقي مسجل نفس رقمي الي هو ليس مسجل بالحساب البنكي ..ايه الحل لهذه المشكله,"[{'aspect_term': 'تسجيل رقم الهاتف', 'polarity': 'negative'}]"
2025-03-16 10:44:32,5,التطبيق كان شغال رائع فجاه تعطل خرجت من الحساب وحاولت اسجل يطلب البيانات وبعد طلب البصمة يرجع لاول خطوة وهي الشريحة فما المشكلة ؟,التطبيق كان شغال رائع فجاه تعطل خرجت من الحساب وحاولت اسجل يطلب البيانات وبعد طلب البصمة يرجع لاول خطوة وهي الشريحة فما المشكلة ؟,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'عملية تسجيل الدخول', 'polarity': 'negative'}]"
2024-09-25 03:47:13,1,كان التطبيق جيدا جدا ثم تعطل واصبح التطبيق الاسوأ لأن اعطاله غير قابلة للإصلاح وخدمة العملاء عاجزون عن إيجاد أي حل وغير مختصون بالتعامل مع المشاكل والأعطال فقط يحفظون بعض الاسئلة والأجوبة ويرددونها دون فهم.,كان التطبيق جيدا جدا ثم تعطل واصبح التطبيق الاسوأ لأن اعطاله غير قابلة للإصلاح وخدمة العملاء عاجزون عن إيجاد أي حل وغير مختصون بالتعامل مع المشاكل والأعطال فقط يحفظون بعض الاسئلة والأجوبة ويرددونها دون فهم.,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'خدمة العملاء', 'polarity': 'negative'}]"
2024-08-27 03:54:06,1,لاسف غير فعال بحاول افعل التطبيق مش راضى يبعت الرسايل,لاسف غير فعال بحاول افعل التطبيق مش راضى يبعت الرسايل,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'إرسال الرسائل', 'polarity': 'negative'}]"
2025-03-31 00:38:34,5,احلى التطبيقات واتمنى لهم الاستمرار والتوفيق وشكرا للقائمين على InstaPay,احلى التطبيقات واتمنى لهم الاستمرار والتوفيق وشكرا للقائمين على InstaPay,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-04-28 22:05:20,1,عندى مشكلة التطبيق مش عايز يشتغل وانا خارج مصر ومحتاجه ضرورى لما باجى اسجل الدخول بيقول اختار شريحة هاتف وبختار المسجل لدى البنك كالعادة ولكن بيقول رسائلك لا تصل الينا ايه الحل لو سمحتو ضرورى,عندى مشكلة التطبيق مش عايز يشتغل وانا خارج مصر ومحتاجه ضرورى لما باجى اسجل الدخول بيقول اختار شريحة هاتف وبختار المسجل لدى البنك كالعادة ولكن بيقول رسائلك لا تصل الينا ايه الحل لو سمحتو ضرورى,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'خدمة الدخول', 'polarity': 'negative'}, {'aspect_term': 'رسائل النظام', 'polarity': 'negative'}]"
2024-11-18 06:43:14,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-10-08 17:12:39,1,للاسف مش متوفر شحن خط فودافون ..كل الخطوط موجوده الا فودافون ارجو من القائمين علي التطبيق حل المشكله,للاسف مش متوفر شحن خط فودافون ..كل الخطوط موجوده الا فودافون ارجو من القائمين علي التطبيق حل المشكله,"[{'aspect_term': 'شحن خطوط فودافون', 'polarity': 'negative'}]"
2024-12-28 18:54:18,1,التطبيق جميل فى التعامل لكن خدمة العملاء غير متعاونين وبيرسلوا رسايل مسجلة ولا يتم النظر فى المشكلة ولا يتم حلها,التطبيق جميل فى التعامل لكن خدمة العملاء غير متعاونين وبيرسلوا رسايل مسجلة ولا يتم النظر فى المشكلة ولا يتم حلها,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}, {'aspect_term': 'خدمة العملاء', 'polarity': 'negative'}]"
2023-11-30 18:26:50,4,برنامج ممتاز ينقصه اضافة كروت الائتمان الخاصة بالمرتبات,برنامج ممتاز ينقصه اضافة كروت الائتمان الخاصة بالمرتبات,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}, {'aspect_term': 'إضافة كروت ائتمان المرتبات', 'polarity': 'negative'}]"
2024-02-14 15:05:02,1,لا يستجيب لأستلام رسائل التأكيد عند الفتح وتم مراجعة مزود الخدمة عشرات المرات وأفاد المشكلة فى التطبيق وخدمة عملاء التطبيق يقولون المشكلة فى مزود الخدمة,لا يستجيب لأستلام رسائل التأكيد عند الفتح وتم مراجعة مزود الخدمة عشرات المرات وأفاد المشكلة فى التطبيق وخدمة عملاء التطبيق يقولون المشكلة فى مزود الخدمة,"[{'aspect_term': 'استلام رسائل التأكيد', 'polarity': 'negative'}, {'aspect_term': 'خدمة عملاء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'مزود الخدمة', 'polarity': 'negative'}]"
2024-07-03 00:51:02,5,تطبيق ممتاذ,تطبيق ممتاذ,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-09-22 04:42:08,5,ممتاز ولكن بيعلق احيانا,ممتاز ولكن بيعلق احيانا,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'الأداء العام', 'polarity': 'positive'}]"
2025-04-24 18:13:26,5,انا مش عارف اشغل الانستا بي بعد ما مشيت السعوديه الخط معايا اللي مسجل في البنك مش عارف اعمل ايه يرجى الافاده,انا مش عارف اشغل الانستا بي بعد ما مشيت السعوديه الخط معايا اللي مسجل في البنك مش عارف اعمل ايه يرجى الافاده,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'خدمة العملاء', 'polarity': 'negative'}]"
2024-12-02 23:24:27,4,نرجو اضافه البريد المصري في التحديث القادم,نرجو اضافه البريد المصري في التحديث القادم,"[{'aspect_term': 'إضافة البريد المصري', 'polarity': 'negative'}]"
2022-10-11 01:48:18,5,بصراحة برنامج جميل وسهل التعامل معاه وبيشتغل على أى شبكة بخلاف المحافظ الالكترونية,بصراحة برنامج جميل وسهل التعامل معاه وبيشتغل على أى شبكة بخلاف المحافظ الالكترونية,"[{'aspect_term': 'سهولة الاستخدام', 'polarity': 'positive'}, {'aspect_term': 'التوافق مع الشبكات', 'polarity': 'positive'}, {'aspect_term': 'مقارنة بالمحافظ الإلكترونية', 'polarity': 'positive'}]"
2025-06-20 06:10:17,1,التطبيق لا يرسل رساله sms,التطبيق لا يرسل رساله sms,"[{'aspect_term': 'إرسال رسائل SMS', 'polarity': 'negative'}]"
2024-10-15 16:46:22,5,جميل,جميل,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-07-31 15:54:23,5,برنامج اكثر من رائع,برنامج اكثر من رائع,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}]"
2025-02-27 18:51:53,4,مشكله التحديثات,مشكله التحديثات,"[{'aspect_term': 'التحديثات', 'polarity': 'negative'}]"
2025-08-21 20:20:55,5,good,good,[]
2025-06-12 07:57:31,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2022-06-28 16:09:52,3,البرنامج تقيل ف المعاملات,البرنامج تقيل ف المعاملات,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2025-06-19 05:31:49,2,ممتاز جدا بس في مشكله عند مشاركه الايصال بدوس، عليها بيطلع من التطبيق خالص ارجو الحل,ممتاز جدا بس في مشكله عند مشاركه الايصال بدوس، عليها بيطلع من التطبيق خالص ارجو الحل,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}, {'aspect_term': 'مشاركة الإيصال', 'polarity': 'negative'}]"
2024-01-01 01:17:13,4,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-10-01 14:16:10,5,رائع,رائع,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-03-12 00:44:19,5,اروع برنامج للتعاملات البنكية,اروع برنامج للتعاملات البنكية,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}]"
2022-08-07 13:05:29,4,جيد جدا ويحتاج لبعض المميزات اكتر .,جيد جدا ويحتاج لبعض المميزات اكتر .,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}, {'aspect_term': 'مميزات التطبيق', 'polarity': 'negative'}]"
2024-06-28 05:28:11,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-08-09 00:10:59,1,التطبيق مش عارف فى مشكله معايا كل ماجى اشحن من عليه التليفون يطلع رساله الايمكنك اجراء العمليه حاول فى وقت اخر مش عارف ايه المشكله,التطبيق مش عارف فى مشكله معايا كل ماجى اشحن من عليه التليفون يطلع رساله الايمكنك اجراء العمليه حاول فى وقت اخر مش عارف ايه المشكله,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'خدمة الشحن', 'polarity': 'negative'}]"
2023-09-07 07:46:14,4,البرنامج معلق ارجو حل المشكلة وكل مره احذفو وانزلوا من جديد وبردا بيعلق,البرنامج معلق ارجو حل المشكلة وكل مره احذفو وانزلوا من جديد وبردا بيعلق,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2024-11-04 04:56:16,5,تحفه,تحفه,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-08-13 20:21:19,1,بعد تنزيلي للتطبيق اليوم ١٣ اغسطس ٢٠٢٣ لم يعمل اذ كلما طلب مني ان يرسل التطبيق رسالة الي هاتفي المسجل بالبنوك لايعمل ويقول لي تعذر ارسال الرسالة حاول مرة اخري وهكذا باءستمرار دون فائدة التطبيق يعاني من الفشل لافائدة من تحميل التطبيق لانه لايعمل الرجا حل هذه المشاكل,بعد تنزيلي للتطبيق اليوم ١٣ اغسطس ٢٠٢٣ لم يعمل اذ كلما طلب مني ان يرسل التطبيق رسالة الي هاتفي المسجل بالبنوك لايعمل ويقول لي تعذر ارسال الرسالة حاول مرة اخري وهكذا باءستمرار دون فائدة التطبيق يعاني من الفشل لافائدة من تحميل التطبيق لانه لايعمل الرجا حل هذه المشاكل,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'إرسال الرسائل', 'polarity': 'negative'}]"
2024-11-02 13:54:47,5,شكرا جزيلا لك,شكرا جزيلا لك,[]
2024-03-24 23:43:34,1,ليه المعاملات البنكية مش موجوده في التطبيق,ليه المعاملات البنكية مش موجوده في التطبيق,"[{'aspect_term': 'المعاملات البنكية', 'polarity': 'negative'}]"
2024-11-20 18:23:07,1,بعد تغيير الهاتف لا يعمل البرنامج,بعد تغيير الهاتف لا يعمل البرنامج,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2025-02-13 22:10:14,5,ممتاز لكن به مشكله كبيره الان خارج مصر و اريد تحويل أو استقبال أموال و لكن البرنامج لا يريد أن يعمل ما العمل الان رجاء الرد سريعاً,ممتاز لكن به مشكله كبيره الان خارج مصر و اريد تحويل أو استقبال أموال و لكن البرنامج لا يريد أن يعمل ما العمل الان رجاء الرد سريعاً,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'تحويل الأموال', 'polarity': 'negative'}, {'aspect_term': 'استقبال الأموال', 'polarity': 'negative'}]"
2023-12-08 02:23:57,3,Now not working,Now not working,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2023-05-16 19:16:45,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-02-12 20:20:30,5,رائعه جدا,رائعه جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-04-03 14:11:33,5,برنامج ممتاز جدا جدا جدا جدا جدا,برنامج ممتاز جدا جدا جدا جدا جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-11-09 08:48:35,5,رائع,رائع,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-03-19 18:41:37,5,رائع,رائع,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-08-12 08:38:03,3,توقف عن شحن الرصيد ودفع الفواتير,توقف عن شحن الرصيد ودفع الفواتير,"[{'aspect_term': 'شحن الرصيد', 'polarity': 'negative'}, {'aspect_term': 'دفع الفواتير', 'polarity': 'negative'}]"
2024-01-21 23:18:14,5,ممتازه جدا جدا,ممتازه جدا جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-04-23 09:53:02,5,اتمني ينفع نربط عليه بطاقات زي فوري و أو باي هي بردو بطاقات بتصدرها بنوك مش فاهمه ليه مينفعش تتربط بس حلو اوي اوى اوى بجد,اتمني ينفع نربط عليه بطاقات زي فوري و أو باي هي بردو بطاقات بتصدرها بنوك مش فاهمه ليه مينفعش تتربط بس حلو اوي اوى اوى بجد,"[{'aspect_term': 'ربط البطاقات', 'polarity': 'negative'}, {'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-03-26 20:51:32,3,خدمة الاستعلام عن الرصيد لا تعمل و قمت بمراسلة انستاباي عن طريق الواتس ولم اجد اجابه ارجوا الافاده,خدمة الاستعلام عن الرصيد لا تعمل و قمت بمراسلة انستاباي عن طريق الواتس ولم اجد اجابه ارجوا الافاده,"[{'aspect_term': 'خدمة الاستعلام عن الرصيد', 'polarity': 'negative'}, {'aspect_term': 'خدمة العملاء', 'polarity': 'negative'}]"
2023-12-15 15:31:07,2,يحتاج الى مزيد من التطوير لو لديك حسابان بالبنك وكل منهما مرتبط برقم هاتف مختلف لا يمكن تسجيل الخروج والدخول على الآخر الا بعد ازالة البرنامج وتحميله من جديد وهذا عيب قاتل للبرنامج,يحتاج الى مزيد من التطوير لو لديك حسابان بالبنك وكل منهما مرتبط برقم هاتف مختلف لا يمكن تسجيل الخروج والدخول على الآخر الا بعد ازالة البرنامج وتحميله من جديد وهذا عيب قاتل للبرنامج,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'تسجيل الخروج والدخول', 'polarity': 'negative'}]"
2025-02-27 16:07:29,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
