review_date,rating,review_text,cleaned_review_text
2024-10-29 16:44:00,4,روووووعه تحياتي,روووووعه تحياتي
2024-01-14 13:45:47,5,برنامج جميل وسهل جدآ,برنامج جميل وسهل جدآ
2024-10-26 00:02:01,4,جيدجدا,جيدجدا
2023-09-21 23:25:09,1,البرنامج بقي زفت منصحش حد يحمله,البرنامج بقي زفت منصحش حد يحمله
2025-06-13 00:01:19,5,رائع جدا ولكني أجد مشكله في طلب دفع من محفظه فودافون كاش رجاء الرد لحل هذه المشكله,رائع جدا ولكني أجد مشكله في طلب دفع من محفظه فودافون كاش رجاء الرد لحل هذه المشكله
2025-02-10 10:45:50,5,تمام ياريس,تمام ياريس
2023-12-10 15:50:02,2,كان يعمل جيدا لكن الآن متوقف تماماً ارجو العمل على حل المشاكل,كان يعمل جيدا لكن الآن متوقف تماماً ارجو العمل على حل المشاكل
2024-11-18 17:43:35,5,جيده,جيده
2025-03-06 13:15:15,1,التطبق لي مش راضي يشتغل عندي,التطبق لي مش راضي يشتغل عندي
2023-05-24 11:31:20,5,ممتاز,ممتاز
2025-08-29 17:13:25,5,ممتاز جدا جدا جدا,ممتاز جدا جدا جدا
2024-06-12 16:04:22,1,لم استطيع اضافة فيزا المرتبات,لم استطيع اضافة فيزا المرتبات
2024-09-01 11:05:07,5,برنامج رائع جدا,برنامج رائع جدا
2024-09-28 08:19:43,5,امتياز,امتياز
2024-06-30 22:36:18,2,تحت التجربة,تحت التجربة
2025-07-13 17:38:24,1,برنامج زي الزفت,برنامج زي الزفت
2024-04-17 19:18:51,5,روعة,روعة
2025-03-27 10:39:11,2,التطبيق لا يعمل على جهازي وحذف أكثر من 100 مرة خلال فترة طويلة مش متسطب نهائي,التطبيق لا يعمل على جهازي وحذف أكثر من 100 مرة خلال فترة طويلة مش متسطب نهائي
2025-03-31 01:39:46,5,مفيد جدا وسهل التعامل به ومقصر للوقت والمجهود,مفيد جدا وسهل التعامل به ومقصر للوقت والمجهود
2025-03-30 19:44:02,5,فعلا حاجه محترمه,فعلا حاجه محترمه
2023-04-22 15:46:19,5,لماذا لا يوجد بنك الإمارات دبي الوطني من ضمن الاختيارات ؟,لماذا لا يوجد بنك الإمارات دبي الوطني من ضمن الاختيارات ؟
2024-07-18 18:03:28,5,البرنامج لايعمل تظهر لي رساله حاول في وقت لاحق مع انه كان شغال ممتاز الرجاء حل المشكلة واتصلت بخدمة العملاء,البرنامج لايعمل تظهر لي رساله حاول في وقت لاحق مع انه كان شغال ممتاز الرجاء حل المشكلة واتصلت بخدمة العملاء
2025-05-16 19:21:43,1,سئ جدا بحاول ادخل يقولي الرساله لم تصل اكتر من خمسين مره ومش عارف ادخل التطبيق نهائي,سئ جدا بحاول ادخل يقولي الرساله لم تصل اكتر من خمسين مره ومش عارف ادخل التطبيق نهائي
2025-05-24 01:57:43,1,يوجد مشكلة بالتطبيق ويبدو أن دعم التطبيق لا يعترف بها ولا يقدم حل لها والشكوى متكررة في التعليقات هنا غيرت الهاتف وانا مقيم بالخارج ولم أستطع تفعيل البرنامج مرة أخرى رغم توفر الخط المصري وتفعيل الإرسال للأرقام المختصرة وفتح جميع الأذونات للتطبيق داخل الهاتف ويكون الإرسال والنت تجوال من الخط المسجل بالبنك ومع ذلك لاحل رغم كثرة المحاولات وخسارة رصيد كثير,يوجد مشكلة بالتطبيق ويبدو أن دعم التطبيق لا يعترف بها ولا يقدم حل لها والشكوى متكررة في التعليقات هنا غيرت الهاتف وانا مقيم بالخارج ولم أستطع تفعيل البرنامج مرة أخرى رغم توفر الخط المصري وتفعيل الإرسال للأرقام المختصرة وفتح جميع الأذونات للتطبيق داخل الهاتف ويكون الإرسال والنت تجوال من الخط المسجل بالبنك ومع ذلك لاحل رغم كثرة المحاولات وخسارة رصيد كثير
2025-04-02 20:48:59,5,احسن حاجه,احسن حاجه
2024-08-22 15:02:35,1,سيئ,سيئ
2023-11-26 09:37:23,5,التطبيق مش عايز يشتغل,التطبيق مش عايز يشتغل
2025-03-04 20:06:26,2,كيفية التواصل مع خدمة العملاء من فضلكم ، وانا مقيم خارج مصر ولا استطيع استلام رسائل التحقق مع الرغم من الاشتراك في خدمة التجوال وبدون جدوي,كيفية التواصل مع خدمة العملاء من فضلكم ، وانا مقيم خارج مصر ولا استطيع استلام رسائل التحقق مع الرغم من الاشتراك في خدمة التجوال وبدون جدوي
2024-10-05 00:23:38,5,ممتاز,ممتاز
2024-12-31 17:27:10,5,جميل جداً جداً جداً,جميل جداً جداً جداً
2024-04-13 04:30:55,1,تجربه سيئه بدخل علي حسابي ومش راضي يفتح جربت امسحه وانزله تاني وبردو مفتحش ما العمل,تجربه سيئه بدخل علي حسابي ومش راضي يفتح جربت امسحه وانزله تاني وبردو مفتحش ما العمل
2024-11-27 16:57:24,1,كان شغال معايا كويس وبعد كده لقيته وقف مره واحده وكنت شغاله عليه وبيقول لي تحديث فني ومش راضي يفتح معايا,كان شغال معايا كويس وبعد كده لقيته وقف مره واحده وكنت شغاله عليه وبيقول لي تحديث فني ومش راضي يفتح معايا
2025-04-05 12:36:12,5,تجربه ممتاز جدا,تجربه ممتاز جدا
2025-04-15 08:31:23,5,ممتاز,ممتاز
2025-06-12 14:17:52,5,برنامج رائع,برنامج رائع
2024-04-06 04:37:00,1,لم يفتح بيقول ابعت رساله وابعت الرساله بيقول لم تصل,لم يفتح بيقول ابعت رساله وابعت الرساله بيقول لم تصل
2023-12-08 23:26:10,3,جميل وسهل,جميل وسهل
2024-12-17 18:00:21,5,ممتاز جدا جدا,ممتاز جدا جدا
2024-07-24 01:18:22,2,ممتار,ممتار
2025-02-26 15:52:35,5,جميل,جميل
2022-12-25 23:37:45,5,ممتازة,ممتازة
2024-08-28 22:35:23,5,جميل جدا,جميل جدا
2024-06-08 00:14:19,5,رائع جداً,رائع جداً
2024-05-12 00:41:33,5,جميلة جدا,جميلة جدا
2024-09-23 22:04:39,5,ممتاز,ممتاز
2023-12-09 11:33:19,5,Perfect,Perfect
2024-09-26 14:42:46,5,ممتاذ,ممتاذ
2025-06-10 09:24:19,5,ممتاز,ممتاز
2022-11-20 05:51:28,5,ممتاز,ممتاز
2025-07-14 00:22:44,1,اسوء تطبيق بيسحب الفلوس من البنك ولم يوصلها للمستفيد وخدمه العملاء مش بيردوا سرقه علني,اسوء تطبيق بيسحب الفلوس من البنك ولم يوصلها للمستفيد وخدمه العملاء مش بيردوا سرقه علني
2023-10-22 18:40:40,5,حاليا في مشكله,حاليا في مشكله
2022-11-24 09:29:05,2,مشكلات في التحديث,مشكلات في التحديث
2025-01-13 18:28:51,5,ممتاز,ممتاز
2024-09-24 16:21:04,5,برنامج محترم..... تكفي,برنامج محترم..... تكفي
2024-02-25 06:39:12,5,تطبيق جميل بس ليه مش ضايفين البريد المصري,تطبيق جميل بس ليه مش ضايفين البريد المصري
2024-09-18 19:00:03,1,الابلكيشن مش راضي يفتح علي فيزا كل شويه يقولي خطأ,الابلكيشن مش راضي يفتح علي فيزا كل شويه يقولي خطأ
2024-09-28 19:57:50,1,لم يستطيع تسجيل الدخول برنامج سئ جدا,لم يستطيع تسجيل الدخول برنامج سئ جدا
2024-01-04 17:01:44,1,لا يعمل بيفولي Device Binding Failed,لا يعمل بيفولي Device Binding Failed
2025-01-15 19:05:44,1,مش عاوز يتسطب ولا يتعرف على التليفون يا جدعان,مش عاوز يتسطب ولا يتعرف على التليفون يا جدعان
2024-12-11 19:27:20,4,مشكله,مشكله
2025-08-29 09:52:14,4,جيد جدا,جيد جدا
2024-11-27 14:38:47,5,It's very handy,It's very handy
2024-07-22 01:21:28,5,ممكن رقم خدمة العملاء,ممكن رقم خدمة العملاء
2025-04-28 18:57:45,3,بيقفل الجهاز قبل كل معامله,بيقفل الجهاز قبل كل معامله
2025-03-27 02:52:01,5,برنامج رائع,برنامج رائع
2025-06-18 18:47:27,5,مش عايز يشتغل معايا مستخدم اول مره,مش عايز يشتغل معايا مستخدم اول مره
2022-03-20 23:46:33,5,برنامج ممتاز,برنامج ممتاز
2023-09-11 13:50:29,5,ممتازه,ممتازه
2023-03-23 23:06:56,1,البرنامج كان شغال تمام لاكن غيرت مكان الشريحه فى بيت الكارت والبرنامج مش عايز يشتغل وكل شويه يطلب ارسال رساله ويخصم مبلغ الرساله ومش عايز يشتغل ارجو الافاده لانى محتاج ارسل واستقبل أموال,البرنامج كان شغال تمام لاكن غيرت مكان الشريحه فى بيت الكارت والبرنامج مش عايز يشتغل وكل شويه يطلب ارسال رساله ويخصم مبلغ الرساله ومش عايز يشتغل ارجو الافاده لانى محتاج ارسل واستقبل أموال
2024-06-03 22:58:03,5,افضل تطبيق شؤون ماليه في مصر ويا ريت يفضل مجاني,افضل تطبيق شؤون ماليه في مصر ويا ريت يفضل مجاني
2025-02-04 03:32:19,5,مش عاوز ينزل علي تلفون هواوى,مش عاوز ينزل علي تلفون هواوى
2024-10-07 18:37:26,5,ممتاز جدا والله بس نرجو التسهيل في المعاملات خارج مصر ومعاملات السحب والايداع داخل التطبيق والارسال والاستقبال من خارج مصر بعد ذلك يستحق انني اقول عليه افضل تطبيق على مستوى العالم,ممتاز جدا والله بس نرجو التسهيل في المعاملات خارج مصر ومعاملات السحب والايداع داخل التطبيق والارسال والاستقبال من خارج مصر بعد ذلك يستحق انني اقول عليه افضل تطبيق على مستوى العالم
2024-08-22 14:34:00,5,ممتاز,ممتاز
2024-08-18 14:53:20,3,ممتاز جدا بس في مشكلة واحدة انه محتاجين انه يبدل مابين رقمين موبايل لأن كل منهم مرتبط ببنك وحسابات معينه وكمان محتاجين انه بتحوله من المحافظ الإلكترونية,ممتاز جدا بس في مشكلة واحدة انه محتاجين انه يبدل مابين رقمين موبايل لأن كل منهم مرتبط ببنك وحسابات معينه وكمان محتاجين انه بتحوله من المحافظ الإلكترونية
2024-10-01 22:00:58,5,ممتاز,ممتاز
2024-11-27 15:07:39,5,انا جربت التطبيق ممتاز جدا جدا بس جيت اضيف بطاقة الخصم الثانيه ليه مرضش البرنامج إضافة بطاقة الخصم المباشر الثانيه مع العلم انها بنفس الرقم المسجل فى البنك,انا جربت التطبيق ممتاز جدا جدا بس جيت اضيف بطاقة الخصم الثانيه ليه مرضش البرنامج إضافة بطاقة الخصم المباشر الثانيه مع العلم انها بنفس الرقم المسجل فى البنك
2025-04-17 14:00:10,5,خدمه مميزه وسرعه فى ارسال واستلام الاموال وتقديم كافه خدمات الدفع والشحن,خدمه مميزه وسرعه فى ارسال واستلام الاموال وتقديم كافه خدمات الدفع والشحن
2023-11-23 20:04:35,1,سئ جدا,سئ جدا
2024-09-13 20:21:46,1,بعد تغيير الجهاز البرنامج مش عايز يشتغل خالص اي الحل بقي,بعد تغيير الجهاز البرنامج مش عايز يشتغل خالص اي الحل بقي
2023-12-02 20:57:17,5,👍👍👍👍👍,👍👍👍👍👍
2023-04-30 22:10:54,5,موفر جدا للوقت والمجهود,موفر جدا للوقت والمجهود
2024-09-23 09:00:08,5,تمام,تمام
2024-03-28 09:00:25,1,حدثت مشكله فى الهاتف وقمت بإعادة تثبيت البرنامج ولكنه لا يستجيب ولا يرسل رسالة التأكيد وقمت بالتواصل مع خدمة العملاء وللأسف دون جدوى,حدثت مشكله فى الهاتف وقمت بإعادة تثبيت البرنامج ولكنه لا يستجيب ولا يرسل رسالة التأكيد وقمت بالتواصل مع خدمة العملاء وللأسف دون جدوى
2024-05-31 19:48:07,4,ممتاز,ممتاز
2025-01-04 21:33:28,1,مش راضى يشتغل لية بعد ما عملت سوفت وير,مش راضى يشتغل لية بعد ما عملت سوفت وير
2022-04-18 11:38:42,5,ممتاز لكن ينقصة انك تقدر تتأكد من ان رقم الحساب البنكي اللي هتحول عليه هو فعلا للشخص المطلوب فلازم بعد كتابة رقم الحساب يكون فية طريقة للتأكد بالاسم عشان لو الرقم فية غلطة ما يتحولش المبلغ لشخص اخر,ممتاز لكن ينقصة انك تقدر تتأكد من ان رقم الحساب البنكي اللي هتحول عليه هو فعلا للشخص المطلوب فلازم بعد كتابة رقم الحساب يكون فية طريقة للتأكد بالاسم عشان لو الرقم فية غلطة ما يتحولش المبلغ لشخص اخر
2023-11-28 14:05:56,5,👍🏻👍🏻👍🏻👍🏻👍🏻,👍🏻👍🏻👍🏻👍🏻👍🏻
2024-02-24 23:20:40,1,التطبيق وقف فجأه ايه المشكله,التطبيق وقف فجأه ايه المشكله
2022-04-24 17:38:05,5,تطبيق ممتاز وعن تجربة.,تطبيق ممتاز وعن تجربة.
2024-11-23 11:56:03,1,بعد التحديث مش شغال خالص,بعد التحديث مش شغال خالص
2023-03-15 19:20:30,5,ممتاز,ممتاز
2024-03-18 16:58:47,1,برنامج فاشل,برنامج فاشل
2023-01-30 19:06:43,5,رائع وبأستخدمه بسهولة فى التحويلات ومعرفة الرصيد التبرع,رائع وبأستخدمه بسهولة فى التحويلات ومعرفة الرصيد التبرع
2025-03-23 12:08:57,1,سيء جداً ولا يوجد حل اذا أنت خرج مصر لا يمكنك التسجيل البرنامج خربان وخدمه العملاء لا يفقهوا شيء حرام عليكم ارحمونا لازم حل,سيء جداً ولا يوجد حل اذا أنت خرج مصر لا يمكنك التسجيل البرنامج خربان وخدمه العملاء لا يفقهوا شيء حرام عليكم ارحمونا لازم حل
2025-04-01 02:02:25,1,تمام,تمام
2025-02-20 11:48:05,5,ممتازة,ممتازة
2023-09-03 23:16:58,5,جميل,جميل
2024-03-14 21:36:42,5,ممتاز,ممتاز
2023-12-27 13:33:07,1,التطبيق لا يعمل قمت بتنزيله اكثر من مره وفي النهايه لا يستجيب,التطبيق لا يعمل قمت بتنزيله اكثر من مره وفي النهايه لا يستجيب
2025-02-19 22:15:19,5,حلو جدااا بس سعات بيهنج,حلو جدااا بس سعات بيهنج
2023-10-25 03:43:30,1,البرنامح كان كويس ولما غيرت التليفون مش شغااال,البرنامح كان كويس ولما غيرت التليفون مش شغااال
2024-10-01 07:25:11,5,جميل سهل كل التعاملات,جميل سهل كل التعاملات
2024-03-10 12:57:15,1,مش عارفة افتحي وجيبلى رساله غريبة ممكن المساعدة,مش عارفة افتحي وجيبلى رساله غريبة ممكن المساعدة
2023-09-11 12:01:30,5,ممتاز جدا وسهل محتاج دقه فى التعامل فقط,ممتاز جدا وسهل محتاج دقه فى التعامل فقط
2025-08-01 18:17:57,5,ممتاز جدا والله,ممتاز جدا والله
2023-03-30 13:02:37,5,ممتاز,ممتاز
2023-12-27 17:41:34,5,ممتاز,ممتاز
2024-10-26 09:48:53,4,❤️🍀اللهمَّﷺ🌼صَلِّﷺ🌺وَسَـــلِّمْﷺ🌷وَبَارِكﷺْ🌻علىﷺنَبِيِّنَـــا🌸ﷺمُحمَّدﷺ-🌹🌺اللهم صل ❤️🍀اللهمَّﷺ🌼صَلِّﷺ🌺وَسَـــلِّمْﷺ🌷وَبَارِكﷺْ🌻علىﷺنَبِيِّنَـــا🌸ﷺمُحمَّدﷺ-🌹🌺,❤️🍀اللهمَّﷺ🌼صَلِّﷺ🌺وَسَـــلِّمْﷺ🌷وَبَارِكﷺْ🌻علىﷺنَبِيِّنَـــا🌸ﷺمُحمَّدﷺ-🌹🌺اللهم صل ❤️🍀اللهمَّﷺ🌼صَلِّﷺ🌺وَسَـــلِّمْﷺ🌷وَبَارِكﷺْ🌻علىﷺنَبِيِّنَـــا🌸ﷺمُحمَّدﷺ-🌹🌺
2022-06-29 01:49:17,1,البرنامج لا يعمل,البرنامج لا يعمل
2023-03-18 20:01:22,5,ممتاز وأمن في تحويل الأموال,ممتاز وأمن في تحويل الأموال
2024-06-22 15:30:40,5,تطبيق ممتاز,تطبيق ممتاز
2024-07-27 05:05:56,5,من افضل التطبيقات,من افضل التطبيقات
2023-01-10 11:46:25,1,البرنامج خرج و مسحته و نزلته من جديد اختار رقم الموبيل يطلع رساله لم تصل رسالتك الينا ايه الحل,البرنامج خرج و مسحته و نزلته من جديد اختار رقم الموبيل يطلع رساله لم تصل رسالتك الينا ايه الحل
2023-11-08 15:49:19,5,ممتاز,ممتاز
2024-10-27 15:00:55,3,برنامج جيد جدا جدا جدا,برنامج جيد جدا جدا جدا
2025-04-08 15:32:42,1,نزلت ومش راضي يشتغل كان شغال على جهازي القديم حاليا رافض يشتغل الجهاز الجديد مع اني فتحت كل الاذونات,نزلت ومش راضي يشتغل كان شغال على جهازي القديم حاليا رافض يشتغل الجهاز الجديد مع اني فتحت كل الاذونات
2025-03-11 14:54:14,1,تم التحديث وبعدها التطبيق لا يعمل ليه,تم التحديث وبعدها التطبيق لا يعمل ليه
2023-06-26 08:25:11,5,جيد جدا,جيد جدا
2025-06-27 12:26:04,4,ليه مش بينفع أن نسجل حساب آخر بي رقم مختلف,ليه مش بينفع أن نسجل حساب آخر بي رقم مختلف
2025-04-02 18:53:21,5,تطبيق جميل وعملى,تطبيق جميل وعملى
2023-07-23 18:37:28,1,جيدة,جيدة
2024-07-16 10:02:40,1,لا يعمل علي هواتف هواوي الا بعد عده محاولات,لا يعمل علي هواتف هواوي الا بعد عده محاولات
2025-05-14 17:59:29,2,عندي مشكله التطيبق مش بيفتح معرفه الرصيد ولا تحويل ولا شحن بعد ادخال الباسورد يعمل خروج,عندي مشكله التطيبق مش بيفتح معرفه الرصيد ولا تحويل ولا شحن بعد ادخال الباسورد يعمل خروج
2025-01-01 22:00:12,1,زفت وبيهنج ومش عايزيبعت,زفت وبيهنج ومش عايزيبعت
2023-08-18 05:36:44,5,محترف جدا وحاجه فوق الخيال,محترف جدا وحاجه فوق الخيال
2024-01-04 18:40:11,5,تم تشغيل التطبيق بكفاءة,تم تشغيل التطبيق بكفاءة
2024-06-03 22:17:50,5,جميل جدا,جميل جدا
2025-02-02 11:39:21,5,جيد جدا يا انيستا في كل حاجه تحويل استقبال دفع إيداع فواتير والخ الخ الخ.........ممتاز في جميع التعاملات الإلكترونية,جيد جدا يا انيستا في كل حاجه تحويل استقبال دفع إيداع فواتير والخ الخ الخ.........ممتاز في جميع التعاملات الإلكترونية
2024-11-27 19:43:17,5,ممتااااز جدااا,ممتااااز جدااا
2024-02-27 06:45:09,1,برنامج زفت واي كلام كل ما ادخل رقم بطاقه الحساب البنكي يقول إن رقم الحساب أو رقم التليفون خطٱ . رغم اني دخلت اربعه ارقام بطاقات لي لاربعه بنوك علي نفس رقم موبايلي المسجل عندهم . للاسف تجربه زباله,برنامج زفت واي كلام كل ما ادخل رقم بطاقه الحساب البنكي يقول إن رقم الحساب أو رقم التليفون خطٱ . رغم اني دخلت اربعه ارقام بطاقات لي لاربعه بنوك علي نفس رقم موبايلي المسجل عندهم . للاسف تجربه زباله
2024-11-27 18:21:31,1,سيئ,سيئ
2024-09-24 20:25:32,5,هايل,هايل
2023-02-27 04:58:18,2,التطبيق ممتاز كبدايه تطور للخدمات المصرفيه المصريه بس إيه الفايده منه لما يتوقف عن العمل خارج مصر Useless,التطبيق ممتاز كبدايه تطور للخدمات المصرفيه المصريه بس إيه الفايده منه لما يتوقف عن العمل خارج مصر Useless
2025-01-14 23:45:13,1,سيئ جدا للغايه كل شويه يقول رسائلكم لم تصل إلينا,سيئ جدا للغايه كل شويه يقول رسائلكم لم تصل إلينا
2024-12-24 05:44:33,5,عندى مشكله لدى حساب بالفعل ولا أستطيع الدخول إليه مره اخري بعد ما تم اعادة ضبط المصنع لهاتفي أريد حل ضرورى جداا للاهميه,عندى مشكله لدى حساب بالفعل ولا أستطيع الدخول إليه مره اخري بعد ما تم اعادة ضبط المصنع لهاتفي أريد حل ضرورى جداا للاهميه
2024-03-07 15:49:44,5,ممتاز وموفر للوقت من عطله البنوك,ممتاز وموفر للوقت من عطله البنوك
2025-07-13 15:30:39,3,جيد,جيد
2024-07-08 21:03:26,5,جميل,جميل
2024-12-21 17:41:55,5,ممتاز,ممتاز
2023-11-25 22:57:38,1,سئ جدا جدا كل ما اسجل يقول الرقم غير صحيح,سئ جدا جدا كل ما اسجل يقول الرقم غير صحيح
2024-08-25 17:38:08,1,مش عايز يفتح علي الموببل,مش عايز يفتح علي الموببل
2023-06-09 06:15:26,5,روعه,روعه
2023-04-28 06:16:29,5,تطبيق جميلللل اوييييي👼🏼🤍ٴَʿ 𔖱۪𔖱.,تطبيق جميلللل اوييييي👼🏼🤍ٴَʿ 𔖱۪𔖱.
2024-06-04 01:43:33,5,مفيد جدا جدا,مفيد جدا جدا
2025-02-22 14:45:42,1,زفت مش راضي يشتغل,زفت مش راضي يشتغل
2024-07-02 19:23:36,5,1- لو التطبيق بيسحب من ماكينات ATM هيكون جميل اوى ارجو العمل علي ذلك وشكرا 2-ليه البرنامج بيخرج كل شويه,1- لو التطبيق بيسحب من ماكينات ATM هيكون جميل اوى ارجو العمل علي ذلك وشكرا 2-ليه البرنامج بيخرج كل شويه
2023-06-26 04:06:43,5,naice,naice
2022-11-06 18:03:02,1,ازاى انا لسه منزلاه ويقولى تحديث تحديث على ايه,ازاى انا لسه منزلاه ويقولى تحديث تحديث على ايه
2024-07-10 19:46:43,5,تمام,تمام
2024-03-21 21:42:23,5,رائع,رائع
2025-02-09 20:24:11,5,برنامج رائع,برنامج رائع
2025-06-04 22:35:23,5,ممتازه,ممتازه
2023-11-08 10:26:29,5,ممتاز,ممتاز
2025-03-12 01:29:14,5,ممتاز جدا,ممتاز جدا
2025-03-30 17:49:33,1,الرسوم خدوها من البنوك مش من المستخدم الغلبان اكتر مستفيد من التطبيق هم البنوك,الرسوم خدوها من البنوك مش من المستخدم الغلبان اكتر مستفيد من التطبيق هم البنوك
2024-11-11 14:41:56,1,التطبيق لا يعمل ولم يتم تسجيل دخول,التطبيق لا يعمل ولم يتم تسجيل دخول
2025-04-26 17:32:30,1,ديمآ بيكتبلي فشل إرسال الرسالة,ديمآ بيكتبلي فشل إرسال الرسالة
2023-05-18 19:14:01,4,برجاء توفير التطبيق على Huawei app gallary,برجاء توفير التطبيق على Huawei app gallary
2025-04-02 10:02:05,5,ممتاز,ممتاز
2025-07-09 02:24:13,5,جيد ولاكن لا يفتح بالموبايل,جيد ولاكن لا يفتح بالموبايل
2023-11-19 14:26:08,1,طريقة استرجاع الحساب رخمه جدا ولحد الان مش عارف ارجع حسابي يبعتلي رساله وأحط الرساله وبردو بيرفضها,طريقة استرجاع الحساب رخمه جدا ولحد الان مش عارف ارجع حسابي يبعتلي رساله وأحط الرساله وبردو بيرفضها
2024-08-17 11:12:15,5,💯,💯
2024-11-16 10:19:12,5,جميل جدا,جميل جدا
2024-07-21 23:15:40,5,برنامج ممتاز جدا أوصي باستخدامه في أي مكان وزمان,برنامج ممتاز جدا أوصي باستخدامه في أي مكان وزمان
2024-10-01 13:24:26,5,ممتاز,ممتاز
2024-09-16 00:47:36,5,ممتاز جدا,ممتاز جدا
2025-05-02 12:34:15,5,رائعه,رائعه
2024-10-18 14:19:18,5,رائع,رائع
2023-12-06 20:25:10,5,ممتاز,ممتاز
2025-03-11 16:12:44,5,ممتاز جدا,ممتاز جدا
2025-08-01 03:32:26,5,احسن تطبيق هو انستا باي,احسن تطبيق هو انستا باي
2023-09-27 19:27:27,1,النجمه فقط للتعليق يوجد مشكله في التطبيق بعد التحديث جميع العمليات مرفوضه ويتم خصمها من الرصيد ارجوا حل المشكله,النجمه فقط للتعليق يوجد مشكله في التطبيق بعد التحديث جميع العمليات مرفوضه ويتم خصمها من الرصيد ارجوا حل المشكله
2023-12-01 16:35:13,1,ليه البرنامج مبيتحملش ع هواوي و بيكتب جهازك غير مدعوم,ليه البرنامج مبيتحملش ع هواوي و بيكتب جهازك غير مدعوم
2025-04-28 21:10:49,5,رائع,رائع
2025-03-09 19:21:47,5,ممتازه,ممتازه
2024-09-14 02:05:02,1,مش بيفتح على عدتي هواوي,مش بيفتح على عدتي هواوي
2023-08-13 08:46:26,3,اتمنى اضافه البنك الزراعى,اتمنى اضافه البنك الزراعى
2024-06-18 19:40:17,1,مش بيفتح بعد التحديث الاخير ياريت سكون فيه حل,مش بيفتح بعد التحديث الاخير ياريت سكون فيه حل
2024-08-26 21:03:23,5,Excellent,Excellent
2024-08-09 18:37:42,4,"كل لما ادخل البرنامج بيعطيني الرسالة دي: (IPN PIN is blocked , please reset your IPN PIN from account management ) وفعلا حاولت ادخل واغير الباسورد ما نفع ابدا و مش عارفه أحول ولا استلم ....ممكن حل","كل لما ادخل البرنامج بيعطيني الرسالة دي: (IPN PIN is blocked , please reset your IPN PIN from account management ) وفعلا حاولت ادخل واغير الباسورد ما نفع ابدا و مش عارفه أحول ولا استلم ....ممكن حل"
2025-04-13 21:33:22,5,تطبيق كويس,تطبيق كويس
2024-05-23 13:27:16,5,سهل في الاستخدام لكن من الامس مش شغال معرفش ليه و ايه المشكلة,سهل في الاستخدام لكن من الامس مش شغال معرفش ليه و ايه المشكلة
2025-08-08 21:54:42,2,مش راضي يجيلي رساله والبرنامج مش راضي يشتغل,مش راضي يجيلي رساله والبرنامج مش راضي يشتغل
2024-08-14 15:44:14,1,بنقل البيانات من هاتف لهاتف مش بيفتح معايا تجربة سيئة,بنقل البيانات من هاتف لهاتف مش بيفتح معايا تجربة سيئة
2024-09-08 21:26:47,5,جامد جدا,جامد جدا
2025-01-11 19:48:30,2,كل ما انزل التطبيق يقولى فى عطل فنى,كل ما انزل التطبيق يقولى فى عطل فنى
2024-03-21 16:11:06,5,ممتاز,ممتاز
2024-08-20 12:44:03,4,كنت منزلة التطبيق وكان أكثر من رائع ولكن فجأة توقفت كل عمليات الدفع من خلاله فنصحوني اني امسحه وارجع أنزله مره اخرى فميحته ونزلته من جديد ولكن بيطلع لي رسالة بيقول فيها يجب إرسال رسالة فبضغط يستمر في التحميل وفي الاخر يقول يرجى المحاولة في وقت آخر وهكذا ع طول فما الحل,كنت منزلة التطبيق وكان أكثر من رائع ولكن فجأة توقفت كل عمليات الدفع من خلاله فنصحوني اني امسحه وارجع أنزله مره اخرى فميحته ونزلته من جديد ولكن بيطلع لي رسالة بيقول فيها يجب إرسال رسالة فبضغط يستمر في التحميل وفي الاخر يقول يرجى المحاولة في وقت آخر وهكذا ع طول فما الحل
2025-07-17 16:05:04,5,خرافييي,خرافييي
2024-10-02 23:19:03,5,راءع,راءع
2024-10-26 18:30:49,5,يستاهل خمس نجوم,يستاهل خمس نجوم
2025-04-02 15:14:08,1,هو المفروض يبقي في عموله على التحويل بس الاستعلام ليه؟!,هو المفروض يبقي في عموله على التحويل بس الاستعلام ليه؟!
2023-09-11 10:09:12,5,رائع جدا,رائع جدا
2025-01-11 13:21:51,1,كل مابحمل البرنامج مش بيفتح يتعرف علي الخط,كل مابحمل البرنامج مش بيفتح يتعرف علي الخط
2023-05-22 13:55:50,5,جيد,جيد
2023-07-24 10:15:39,5,فوق الممتاز,فوق الممتاز
2024-02-19 15:03:55,5,جيد,جيد
2025-02-22 15:03:03,5,جبار ومفيد,جبار ومفيد
2024-04-26 20:47:15,5,ممتازه,ممتازه
2024-12-03 21:55:26,5,جيد جدا في كل المعاملات و المميزات,جيد جدا في كل المعاملات و المميزات
2023-12-01 20:15:17,1,بعد اختيار الشريحة يظل الهاتف بالتحميل ولا يعمل مطلقا,بعد اختيار الشريحة يظل الهاتف بالتحميل ولا يعمل مطلقا
2024-05-05 18:25:10,1,مليان مشاكل,مليان مشاكل
2022-07-08 11:16:51,5,برنامج ممتاز جداً,برنامج ممتاز جداً
2024-08-23 16:15:16,5,ممتاز,ممتاز
2024-12-26 20:46:39,5,جميل,جميل
2024-07-15 13:45:12,5,احسنتم,احسنتم
2023-01-23 14:40:16,5,Good App,Good App
2023-09-30 22:10:16,5,تحت التجربه,تحت التجربه
2024-11-14 15:07:50,5,ممتاز,ممتاز
2025-03-31 05:15:39,5,رائعة,رائعة
2024-09-22 19:50:50,1,في مشكله عندي في البرنامج,في مشكله عندي في البرنامج
